Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aquarium-led-light-220v-20w-40w,Aquarium LED Light 220V/ 20W/40W,"<span data-spm-anchor-id=""a2g0o.detail.1000023.i0.47671526CcOnOB"" data-mce-fragment=""1"">This fish tank light is of high quality. Characterized by high brightness, high efficiency and low energy consumption, it can be a great decoration for your fish tanks. The best choice for all users.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">100% brand new and high quality</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Features:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1. Made of high quality aluminum alloy material, with good heat dissipation effect, sturdy and durable.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2. High brightness LED beads, high efficiency and low energy consumption.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">3. Comes with bracket and clamp, bracket is adjustable.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">4. It has push button switch, easy to install and operate.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">5. Suitable for using in fish tank lighting, aquarium farming, indoor decoration, temporary lamp, etc.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Fish Tank Light and Bracket only, other accessories demo in the picture is not included.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Specification:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Item Type: Fish Tank Light</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Material: Aluminum Alloy</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Optional Size: 20W, 40W</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">20W Size: app.43x22x13cm/16.93x8.66x5.12in</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">40W Size: app.43x22x20cm/16.93x8.66x7.87in</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Optional Power: 20W, 40W</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Voltage: 220V</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Suitable for Fish Tank: 36-60cm</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Lamp Cap: E27 Lamp Cap</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Power Cord Length: 1.5m</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Quantity: 1 Set</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Note:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Please allow 0-1cm error due to manual measurement. pls make sure you do not mind before you bid.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Due to the difference between different monitors, the picture may not reflect the actual color of the item. Thank you!</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Package Contents:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 x Fish Tank Light</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 x Bracket</span>",Aquatic Swan Design,,Product_Accessories,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,99.00,125.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/H459f29e89f334717af38da59a4931572X.jpg?v=1632749205,1,"",false,,,,,,,,,,,,,,,,kg,,37.10,active
aquarium-led-light-220v-20w-40w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/H8bd91ba6ed674167ae0f7db00a9999bdO.jpg?v=1632749205,2,"",,,,,,,,,,,,,,,,,,,,
hang-on-co2-monitor-glass-water-quality-cylinder-detector-checker-test-pet-product,Hang On CO2 Monitor Glass Water Quality Cylinder Detector Checker Test Pet Product,"<meta charset=""UTF-8""><span data-spm-anchor-id=""2114.12057483.0.i28.53df2953jac8cQ"" data-mce-fragment=""1""><strong>Features</strong>:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">This is a very nice tiny Co2 Glass Checker. Made of quality glass. </span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Specially for pressurized CO2 system plant tank.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Used to test and monitor the concentrate of the aquarium water plant fish tank.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">No suction cups required. Simply hang it on the edge of your planted aquarium. </span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Easy maintenance, since it is not under water, it won't grow algae on the glass.</span><br data-mce-fragment=""1""> <br data-mce-fragment=""1""><strong>Specification</strong>:<br data-mce-fragment=""1""><span data-mce-fragment=""1"">Material: Glass</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Length: app. 6cm/2.36''</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Color: Transparent</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Quantity: 1 Pc Glass checker</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""> </span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Note</strong>:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1.Please allow 1-3cm error due to manual measurement. pls make sure you do not mind before you bid.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">2.Due to the difference between different monitors, the picture may not reflect the actual color of the item</span>",Aquatic Swan Design,,Product_Accessories,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,12.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/s-l400.jpg?v=1632749030,1,"",false,,,,,,,,,,,,,,,,kg,,4.00,active
clear-acrylic-aquarium-reef-tank-pipe-tube-holder-clip-for-12mm-tubing,Clear Acrylic Aquarium Reef Tank Pipe Tube Holder Clip for 12mm Tubing,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><b data-spm-anchor-id=""a2g0o.detail.1000023.i0.2d365aad3MdwYK"" data-mce-fragment=""1"">Description:</b></p>
<p data-mce-fragment=""1"">Material: Arcylic <br data-mce-fragment=""1"">Clip Size: 64x40x35mm/2.51x1.57x1.37 inch<br data-mce-fragment=""1"">Compatible with 12mm(1/2"") and 16mm(5/8"") pipe. <br data-mce-fragment=""1"">Suitable for glass pipe and steel stainless steel pipe. <br data-mce-fragment=""1"">Fixture can be installed on below 15mm(0.6"") thickness glass.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Package Includes:</b></p>
<p data-mce-fragment=""1"">1 Piece Pipe Holder<br data-mce-fragment=""1"">4 Piece Screws<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Note:</b></p>
<p data-mce-fragment=""1"">Since the size above is measured by hand, the size of the actual item could be slightly different from the size above.<br data-mce-fragment=""1"">Due to the lighting effects, monitor settings, etc. There could be some slight difference in the color tone of the pictures and the actual item</p>",Aquatic Swan Design,,Product_Accessories,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/unnamed.jpg?v=1632748860,1,"",false,,,,,,,,,,,,,,,,kg,,1.20,active
durable-u-shaped-glass-tube-aquarium-co2-diffuser-check-valve,Durable U Shaped Glass Tube Aquarium CO2 Diffuser Check Valve,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><span data-spm-anchor-id=""2114.12057483.0.i19.5e7010b5hqWZWK"" data-mce-fragment=""1"">Type: Aquarium Carbon Dioxide Monitor</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Material: Borosilicate Glass</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Suitable For: Long-term CO2 monitoring</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Package Included:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">1 * Aquarium Carbon Dioxide Monitor</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Note:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Please allow minor deviation due to manual measurement.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Due to the difference between different monitors, the picture may not reflect the actual color of the item</span></p>",Aquatic Swan Design,,Product_Accessories,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,5.20,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/HTB1E3I2cA9E3KVjSZFGq6A19XXa1.jpg_q50.jpg?v=1632748665,1,"",false,,,,,,,,,,,,,,,,kg,,1.00,active
white-anubias,White Anubias,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">White Anubias is a farmed variant of the popular Anubias species. This specific variant of Anubias is extremely rare and highly sought after by enthusiasts for its striking color variation. Unlike most Anubias species, White Anubias requires more light in order to thrive. Their bright coloration makes for a beautiful contrast against darker hardscape material, such as lava rocks, and other dark green aquatic plants.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Portion:</strong><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<div dir=""auto"" data-mce-fragment=""1"">
<br data-mce-fragment=""1"">
<div dir=""auto"" data-mce-fragment=""1"">pH: 6-7.5</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Care: Easy</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Light: Medium-High</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Co2: Recommended</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Propagation: Separate by rhizome</div>
<div dir=""auto"" data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1"">Growth rate: Slow to moderate</div>
</div>",Aquatic Swan Design,,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,65.00,89.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7809-Recovered-Recovered.jpg?v=1631707641,1,"",false,,,,,,,,,,,,,,,,kg,,,active
white-anubias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7810-Recovered-Recovered.jpg?v=1631707642,2,"",,,,,,,,,,,,,,,,,,,,
anubias-pinto,Anubias Pinto,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Anubias Pinto, also known as Anubias Marbled White or White is a variant of the commonly seen Anubias species. Its extremely unique coloring was derived from the normal green Anubias population through the use of very particular selection. Each leaf slightly differs and the amount of the marbled effect present will vary. This specific variant of the Anubias plant is also slow growing but requires more light than its other Anubias counterparts in order to thrive. Similar in size to Anubias Nana Petite, Pinto makes for an uncommon but unique addition to any planted aquarium from nano tanks to larger standard sized tanks. Their interesting coloration provides a wonderful contrast and pop of color against darker aquascaping stones, aquarium driftwood and other aquatic plants.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Portion:</strong><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>",Aquatic Swan Design,,Product_Bucep,bestsellers,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,29.00,35.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7800-Recovered-Recovered.jpg?v=1631707371,1,"",false,,,,,,,,,,,,,,,,kg,,,active
anubias-pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7801-Recovered-Recovered.jpg?v=1631707371,2,"",,,,,,,,,,,,,,,,,,,,
anubias-pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7804-Recovered-Recovered.jpg?v=1631707371,3,"",,,,,,,,,,,,,,,,,,,,
anubias-nana-petite,Anubias Nana Petite,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Anubias Nana Petite</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Anubias Nana Petite is one of the most sought-after Anubias. Like any other Anubias, its an extremely easy plant to grow and can survive a wide range of water parameters. They can grow in both aquariums and terrariums either submerged or emersed. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Anubias Nana Petite is a flowering plant that grows best when the rhizome is attached to a hard surface such as wood or stones. They have low to medium light requirements and can benefit from regular fertilization. CO2 is not necessary but can promote faster growth and more robust leaves. Since it's a slow grower, the leaves are susceptible to algae growth if placed under high lighting.   </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Propagation is easy and straightforward; simply cut or pull apart rhizomes to be replanted.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Portion:</strong><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><b data-mce-fragment=""1"">Notes:</b></span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Anubias are strong plants that can thrive in a variety of environments.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">CO2 injection will yield better growth.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Please research appropriately to ensure your plant thrives.</span></li>
</ul>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""> Family Name: Araceae</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Origin: West Africa</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Height: 3-5”</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">pH: 6-7.5</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Care: Easy</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Light: Low</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Co2: Not necessary</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Propagation: Separate by rhizome</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Growth rate: Slow to moderate</span></p>",Aquatic Swan Design,,Product_Bucep,special,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,15.00,20.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7778-Recovered-Recovered_1024x1024_13266a56-1e79-4c10-9e29-b21b5c146b5b.jpg?v=1632826484,1,"",false,,,,,,,,,,,,,,,,kg,,,active
anubias-nana-petite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7782-Recovered-Recovered.jpg?v=1632826492,2,"",,,,,,,,,,,,,,,,,,,,
anubias-nana-petite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7780-Recovered-Recovered.jpg?v=1632826492,3,"",,,,,,,,,,,,,,,,,,,,
bucephalandra-helena,Buce Helena,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Helena</p>
<p data-mce-fragment=""1"">Bucephalandra Helena is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Portion:</strong><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Notes:</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,bestsellers,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,30.00,39.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Helena.jpg?v=1634613545,1,"",false,,,,,,,,,,,,,,,,kg,,20.00,active
bucephalandra-kegadang,Buce Kegadang,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Kegadang</p>
<p data-mce-fragment=""1"">Bucephalandra Kegadang is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Portion:</strong><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Notes:</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/kedakang00.jpg?v=1632826269,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-kegadang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/bucephalandra-sp-kedagang-515ee0ba75ad6-768x589.jpg?v=1632826270,2,"",,,,,,,,,,,,,,,,,,,,
bucephalandra-kegadang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Bucephalandrasp.kedagang3.jpg?v=1640247629,3,"",,,,,,,,,,,,,,,,,,,,
bucephalandra-majestic,Buce Majestic,"<p data-mce-fragment=""1"">Common Name: Bucephalandra Majestic</p>
<p data-mce-fragment=""1"">Bucephalandra Majestic is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread. </p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Portion:</strong><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Notes:</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Bucephalandra is an epiphytic aquarium plant so it can be attached to aquarium hardscape.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Do not plant Bucephalandra in substrate and cover the rhizome. This will cause it to melt and rot.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Bucephalandra’s final size, coloration and growth rate are dependent upon the condition of the aquarium Photos are a representation of what you will receive and may vary.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Do not make drastic changes to the aquarium. Unstable parameters will result in melt and rotting of the aquarium plant.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>CO2 injection will yield better growth.</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span>Please research appropriately to ensure your plant thrives.</li>
</ul>
<p data-mce-fragment=""1"">Endemic To: Borneo</p>
<p data-mce-fragment=""1"">Leaves: Small sized 1-2cm</p>
<p data-mce-fragment=""1"">pH: 6-8</p>
<p data-mce-fragment=""1"">Care: Easy</p>
<p data-mce-fragment=""1"">Light: Low to Medium</p>
<p data-mce-fragment=""1"">Co2: Not necessary but recommended </p>
<p data-mce-fragment=""1"">Propagation: Cut by rhizome</p>
<p data-mce-fragment=""1"">Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/Majestic.jpg?v=1632735731,1,"",false,,,,,,,,,,,,,,,,kg,,,active
bucephalandra-purple-red,Buce Purple Red,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Buce Adonis is an easy plant, perfect for beginners.  It can be grown submerged or immersed. The plant is very slow growing, with new leaves sprouting from long, thin rhizomes.  It can be propagated by cutting the rhizome and attached to driftwood and rocks using super glue gel or thread.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Portion:</strong><br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This listing is for 1 plant with around 5+ leaves. It is not for the entire mother clump (Mother clump available on request). The mother clump photos are showing how they look like after being grown for a long time.</span></p>
<p>Leaves: 1-2cm</p>
<p>pH: 6-8</p>
<p>Care: Easy</p>
<p>Light: Low to Medium</p>
<p>Co2: Not necessary but recommended </p>
<p>Propagation: Cut by rhizome</p>
<p>Growth rate: Slow</p>",Aquatic Swan Design,Home & Garden > Plants > Aquatic Plants,Product_Bucep,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/PurpleRed.jpg?v=1632735860,1,"",false,,,,,,,,,,,,,,,,kg,,,active
rotala-blood-red,Rotala Blood Red,"<p><span>Rotala Blood Red is another variation of Rotala Rotundifolia with higher demands and a finicky nature. When planted in the correct conditions, Rotala Blood Red has the potential to produce vivid, bold red hues, as its name suggests. However, this color only emerges when the aquarium plant is happy and provided with optimal growing conditions. Similar to other difficult to grow Rotala species, Rotala Blood Red requires CO2 injection, high lighting, softer water, a nutrient-dense aquarium soil and a quality fertilizing regiment.</span></p>
<p><br><span>Type:Stem</span></p>
<p><span>Growth rate:Medium</span></p>
<p><span>Height:20 - 30+</span></p>
<p><span>Light demand:Medium</span></p>
<p><span>CO2 :Low</span></p>
<p><span>Portion: bunch, 6-8 stems per bunch</span></p>",Aquatic Swan Design,Animals & Pet Supplies > Pet Supplies,Product_Plants,new,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,8.00,9.50,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0587/7422/5058/products/d22f7647f909af3b18c7443913fbc1c9.jpg?v=1631012526,1,"",false,,,,,,,,,,,,,,,,kg,,,active
rotala-blood-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0587/7422/5058/products/IMG_7773-Recovered.jpg?v=1633386839,2,"",,,,,,,,,,,,,,,,,,,,
